"","Start","ID","Type","Via","Altitude(ft/m)","Position (lat/long)","Distance (leg/total)","Name","URL"
"1644","•","KADAX","FIX","B463 (AWY-HI)","35,000 / 10,668","6.26722 / 102.26158","120  / 737 nm","","https://flightplandatabase.com/plan/296245"
"1645","•","VKB","VOR","B463 (AWY-HI)","35,000 / 10,668","6.16342 / 102.31419","6  / 744 nm","KOTA BHARU VOR-DME","https://flightplandatabase.com/plan/296245"
"1646","•","PK","NDB","M751 (AWY-HI)","35,000 / 10,668","3.38306 / 103.42333","179  / 923 nm","PEKAN NDB","https://flightplandatabase.com/plan/296245"
"1647","•","PADLI","FIX","B469 (AWY-HI)","35,000 / 10,668","3.15500 / 103.52583","15  / 938 nm","","https://flightplandatabase.com/plan/296245"
"1648","•","PU090","FIX","B469 (AWY-HI)","35,000 / 10,668","2.89472 / 103.64333","17  / 956 nm","","https://flightplandatabase.com/plan/296245"
"1649","•","VMR","VOR","B469 (AWY-HI)","35,000 / 10,668","2.38833 / 103.87167","33  / 989 nm","MERSING VOR-DME","https://flightplandatabase.com/plan/296245"
"1650","•","PU020","FIX","B338 (AWY-HI)","35,000 / 10,668","1.75833 / 103.97000","38  / 1027 nm","","https://flightplandatabase.com/plan/296245"
"1651","•","PU010","FIX","-","34,000 / 10,363","1.58972 / 103.92278","10  / 1038 nm","","https://flightplandatabase.com/plan/296245"
"1652","•","PU","VOR","B469 (AWY-HI)","35,000 / 10,668","1.42333 / 103.93326","10  / 1048 nm","PAPA UNIFORM VOR-DME","https://flightplandatabase.com/plan/296245"
"1653","•","SJ","VOR","B469 (AWY-HI)","34,000 / 10,363","1.22259 / 103.85423","12  / 1061 nm","SINJON VOR-DME","https://flightplandatabase.com/plan/296245"
"1654","•","BAVAL","FIX","B469 (AWY-HI)","35,000 / 10,668","0.75500 / 104.04500","30  / 1091 nm","","https://flightplandatabase.com/plan/296245"
"1655","•","NE020","FIX","B469 (AWY-HI)","35,000 / 10,668","-0.20827 / 104.40486","61  / 1153 nm","","https://flightplandatabase.com/plan/296245"
"1656","•","NE","NDB","B469 (AWY-HI)","35,000 / 10,668","-0.48300 / 104.57599","19  / 1172 nm","SINGKEP NDB","https://flightplandatabase.com/plan/296245"
"1657","•","TODAK","FIX","B469 (AWY-HI)","35,000 / 10,668","-2.52186 / 105.38828","131  / 1304 nm","","https://flightplandatabase.com/plan/296245"
"1658","•","BIDAK","FIX","B469 (AWY-HI)","35,000 / 10,668","-4.04127 / 106.03206","99  / 1403 nm","","https://flightplandatabase.com/plan/296245"
"1659","•","BIKAL","FIX","B469 (AWY-HI)","35,000 / 10,668","-4.87884 / 106.46830","56  / 1460 nm","","https://flightplandatabase.com/plan/296245"
"1660","•","HLM","VOR","B469 (AWY-HI)","35,000 / 10,668","-6.27194 / 106.88698","87  / 1547 nm","HALIM PERDANAKUSUMA VOR-DME","https://flightplandatabase.com/plan/296245"
"1661","•","RENDA","FIX","B469 (AWY-HI)","35,000 / 10,668","-7.25424 / 107.22341","62  / 1609 nm","","https://flightplandatabase.com/plan/296245"
"1662","•","TOPAR","FIX","B469 (AWY-HI)","35,000 / 10,668","-8.44246 / 107.63126","75  / 1685 nm","","https://flightplandatabase.com/plan/296245"
"1663","•","LAMOB","FIX","B469 (AWY-HI)","35,000 / 10,668","-12.00000 / 108.88333","226  / 1911 nm","","https://flightplandatabase.com/plan/296245"
"1664","•","IDOKU","FIX","B469 (AWY-HI)","35,000 / 10,668","-18.25917 / 111.11417","397  / 2308 nm","","https://flightplandatabase.com/plan/296245"
"1665","•","CAR","VOR","B469 (AWY-HI)","35,000 / 10,668","-24.88194 / 113.67278","422  / 2731 nm","CARNARVON VOR-DME","https://flightplandatabase.com/plan/296245"
"1666","•","HAMEL","FIX","B469 (AWY-HI)","35,000 / 10,668","-26.84111 / 114.18000","120  / 2852 nm","","https://flightplandatabase.com/plan/296245"
"1667","•","GEL","VOR","B469 (AWY-HI)","35,000 / 10,668","-28.79028 / 114.70611","120  / 2972 nm","GERALDTON VOR-DME","https://flightplandatabase.com/plan/296245"
"1668","•","DONGA","FIX","B469 (AWY-HI)","31,100 / 9,479","-29.57694 / 115.01056","49  / 3022 nm","","https://flightplandatabase.com/plan/296245"
"1669","•","NAMBU","FIX","B469 (AWY-HI)","17,100 / 5,212","-30.68417 / 115.44611","70  / 3092 nm","","https://flightplandatabase.com/plan/296245"
"1670","O","YPPH","APT","-","0 / 0","-31.93967 / 115.96661","79  / 3172 nm","Perth","https://flightplandatabase.com/plan/296245"
"1671","O","RJCN","APT","-","0 / 0","43.57743 / 144.95979","- / 0 nm","NAKASHIBETSU","https://flightplandatabase.com/plan/1156037"
"1672","•","BISEI","FIX","-","35,000 / 10,668","42.86518 / 142.92879","98  / 98 nm","","https://flightplandatabase.com/plan/1156037"
"1673","•","CHE","VOR","V5 (AWY-LO)","35,000 / 10,668","42.69990 / 141.68617","55  / 154 nm","CHITOSE VOR-DME","https://flightplandatabase.com/plan/1156037"
"1674","•","HWE","VOR","Y12 (AWY-LO)","35,000 / 10,668","41.77403 / 140.83222","67  / 221 nm","HAKODATE VOR-DME","https://flightplandatabase.com/plan/1156037"
"1675","•","ESASI","FIX","V9 (AWY-LO)","35,000 / 10,668","41.91341 / 140.19012","29  / 251 nm","","https://flightplandatabase.com/plan/1156037"
"1676","•","MAIKA","FIX","V9 (AWY-LO)","35,000 / 10,668","41.95547 / 139.98248","9  / 261 nm","","https://flightplandatabase.com/plan/1156037"
"1677","•","ORE","VOR","V9 (AWY-LO)","35,000 / 10,668","42.07030 / 139.44340","25  / 286 nm","OKUSHIRI VOR-DME","https://flightplandatabase.com/plan/1156037"
"1678","•","IGROD","FIX","-","35,000 / 10,668","41.65000 / 136.78333","121  / 407 nm","","https://flightplandatabase.com/plan/1156037"
"1679","•","NULAR","FIX","G346 (AWY-LO)","35,000 / 10,668","40.98667 / 134.18333","123  / 531 nm","","https://flightplandatabase.com/plan/1156037"
"1680","•","TONIN","FIX","B467 (AWY-LO)","35,000 / 10,668","39.33333 / 133.00000","113  / 644 nm","","https://flightplandatabase.com/plan/1156037"
"1681","•","KANSU","FIX","B467 (AWY-LO)","35,000 / 10,668","38.63333 / 132.47500","48  / 693 nm","","https://flightplandatabase.com/plan/1156037"
"1682","•","TENAS","FIX","B467 (AWY-LO)","35,000 / 10,668","37.63944 / 131.57500","73  / 766 nm","","https://flightplandatabase.com/plan/1156037"
"1683","•","INTOS","FIX","B467 (AWY-LO)","35,000 / 10,668","37.36667 / 131.33333","20  / 786 nm","","https://flightplandatabase.com/plan/1156037"
"1684","•","IGLUT","FIX","B467 (AWY-LO)","35,000 / 10,668","37.59917 / 129.58583","84  / 871 nm","","https://flightplandatabase.com/plan/1156037"
"1685","•","KAE","VOR","B467 (AWY-LO)","35,000 / 10,668","37.70056 / 128.75361","40  / 911 nm","GANGWON VORTAC","https://flightplandatabase.com/plan/1156037"
"1686","•","JINBU","FIX","G597 (AWY-LO)","35,000 / 10,668","37.67444 / 128.58611","8  / 919 nm","","https://flightplandatabase.com/plan/1156037"
"1687","•","KARBU","FIX","G597 (AWY-LO)","35,000 / 10,668","37.53611 / 127.66278","44  / 964 nm","","https://flightplandatabase.com/plan/1156037"
"1688","•","ENKAS","FIX","G597 (AWY-LO)","35,000 / 10,668","37.48778 / 127.38111","13  / 977 nm","","https://flightplandatabase.com/plan/1156037"
"1689","•","SEL","VOR","G597 (AWY-LO)","35,000 / 10,668","37.41389 / 126.92861","22  / 999 nm","ANYANG VORTAC","https://flightplandatabase.com/plan/1156037"
"1690","•","DAPTO","FIX","G597 (AWY-LO)","35,000 / 10,668","37.38722 / 126.55333","17  / 1017 nm","","https://flightplandatabase.com/plan/1156037"
"1691","•","NOPIK","FIX","G597 (AWY-LO)","35,000 / 10,668","37.40361 / 125.65139","43  / 1060 nm","","https://flightplandatabase.com/plan/1156037"
"1692","•","ANSIM","FIX","G597 (AWY-LO)","35,000 / 10,668","37.38972 / 124.82528","39  / 1100 nm","","https://flightplandatabase.com/plan/1156037"
"1693","•","GONAV","FIX","G597 (AWY-LO)","35,000 / 10,668","37.18000 / 124.41472","23  / 1123 nm","","https://flightplandatabase.com/plan/1156037"
"1694","•","AGAVO","FIX","G597 (AWY-LO)","35,000 / 10,668","37.16667 / 124.00000","19  / 1143 nm","","https://flightplandatabase.com/plan/1156037"
"1695","•","MUDAL","FIX","A591 (AWY-LO)","35,000 / 10,668","36.85000 / 123.36667","35  / 1179 nm","","https://flightplandatabase.com/plan/1156037"
"1696","•","LATUX","FIX","A591 (AWY-LO)","35,000 / 10,668","35.53333 / 120.73333","150  / 1329 nm","","https://flightplandatabase.com/plan/1156037"
"1697","•","IDVEL","FIX","-","35,000 / 10,668","35.34667 / 120.54833","14  / 1343 nm","","https://flightplandatabase.com/plan/1156037"
"1698","•","SAGUT","FIX","B221 (AWY-LO)","35,000 / 10,668","35.00000 / 120.72000","22  / 1366 nm","","https://flightplandatabase.com/plan/1156037"
"1699","•","3400N12000E","LATLON","-","35,000 / 10,668","34.00000 / 120.00000","69  / 1436 nm","","https://flightplandatabase.com/plan/1156037"
"1700","•","OF","NDB","-","35,000 / 10,668","32.66000 / 118.58167","107  / 1543 nm","BANTAJI NDB","https://flightplandatabase.com/plan/1156037"
"1701","•","HFE","VOR","-","35,000 / 10,668","31.78000 / 117.30167","83  / 1627 nm","HEFEI VOR-DME","https://flightplandatabase.com/plan/1156037"
"1702","•","MIDOX","FIX","R343 (AWY-LO)","35,000 / 10,668","31.32333 / 115.88167","77  / 1705 nm","","https://flightplandatabase.com/plan/1156037"
"1703","•","WHA","VOR","R343 (AWY-LO)","35,000 / 10,668","30.78500 / 114.20500","92  / 1797 nm","TIANHE VOR-DME","https://flightplandatabase.com/plan/1156037"
"1704","•","FM","NDB","A581 (AWY-LO)","35,000 / 10,668","29.35000 / 111.63333","159  / 1956 nm","LINLI NDB","https://flightplandatabase.com/plan/1156037"
"1705","•","HUY","VOR","A581 (AWY-LO)","35,000 / 10,668","28.57667 / 109.44833","123  / 2080 nm","HUAYUAN VOR-DME","https://flightplandatabase.com/plan/1156037"
"1706","•","QNX","VOR","A581 (AWY-LO)","35,000 / 10,668","27.04167 / 106.03000","203  / 2283 nm","QIANXI VOR-DME","https://flightplandatabase.com/plan/1156037"
"1707","•","TONAD","FIX","A581 (AWY-LO)","35,000 / 10,668","26.46167 / 105.02667","64  / 2347 nm","","https://flightplandatabase.com/plan/1156037"
"1708","•","KIBES","FIX","A581 (AWY-LO)","35,000 / 10,668","25.70167 / 103.72667","83  / 2431 nm","","https://flightplandatabase.com/plan/1156037"
"1709","•","SL","NDB","A581 (AWY-LO)","35,000 / 10,668","25.44833 / 103.29167","28  / 2459 nm","MAGUOHE NDB","https://flightplandatabase.com/plan/1156037"
"1710","•","KMG","VOR","A581 (AWY-LO)","35,000 / 10,668","25.01667 / 102.73333","39  / 2499 nm","KUNMING VOR-DME","https://flightplandatabase.com/plan/1156037"
"1711","•","ELASU","FIX","A581 (AWY-LO)","35,000 / 10,668","24.06500 / 102.00167","69  / 2569 nm","","https://flightplandatabase.com/plan/1156037"
"1712","•","BIDRU","FIX","A581 (AWY-LO)","35,000 / 10,668","22.71833 / 100.96500","99  / 2668 nm","","https://flightplandatabase.com/plan/1156037"
"1713","•","2200N10000E","LATLON","-","35,000 / 10,668","22.00000 / 100.00000","68  / 2737 nm","","https://flightplandatabase.com/plan/1156037"
"1714","•","KG","NDB","-","35,000 / 10,668","21.30272 / 99.63269","46  / 2783 nm","KENGTUNG NDB","https://flightplandatabase.com/plan/1156037"
"1715","•","LK","NDB","V3 (AWY-LO)","35,000 / 10,668","19.69281 / 97.21633","166  / 2950 nm","LOIKAW NDB","https://flightplandatabase.com/plan/1156037"
"1716","•","BGO","VOR","V3 (AWY-LO)","7,000 / 2,134","17.31961 / 96.51647","147  / 3098 nm","BAGO VOR-DME","https://flightplandatabase.com/plan/1156037"
"1717","O","VYYY","APT","-","0 / 0","16.91084 / 96.13568","32  / 3131 nm","YANGON INTL","https://flightplandatabase.com/plan/1156037"
"1718","O","OYSN","APT","-","0 / 0","15.47626 / 44.21974","- / 0 nm","Sanaa Intl","https://flightplandatabase.com/plan/838233"
"1719","•","ITOLI","FIX","-","19,300 / 5,883","15.47361 / 45.15750","54  / 54 nm","","https://flightplandatabase.com/plan/838233"
"1720","•","PASAD","FIX","M301 (AWY-LO)","35,000 / 10,668","15.60944 / 46.12028","56  / 110 nm","","https://flightplandatabase.com/plan/838233"
"1721","•","PAPOR","FIX","M301 (AWY-LO)","35,000 / 10,668","15.72278 / 46.94778","48  / 158 nm","","https://flightplandatabase.com/plan/838233"
"1722","•","GIBIT","FIX","M301 (AWY-LO)","35,000 / 10,668","15.81361 / 47.63444","40  / 198 nm","","https://flightplandatabase.com/plan/838233"
"1723","•","NABUP","FIX","M301 (AWY-LO)","35,000 / 10,668","15.90472 / 48.36194","42  / 241 nm","","https://flightplandatabase.com/plan/838233"
"1724","•","SYN","NDB","M301 (AWY-LO)","35,000 / 10,668","15.96184 / 48.78616","24  / 266 nm","SAYUN NDB","https://flightplandatabase.com/plan/838233"
"1725","•","GINBO","FIX","M301 (AWY-LO)","35,000 / 10,668","16.06361 / 49.67139","51  / 317 nm","","https://flightplandatabase.com/plan/838233"
"1726","•","RARBA","FIX","M301 (AWY-LO)","35,000 / 10,668","16.17250 / 50.65556","57  / 374 nm","","https://flightplandatabase.com/plan/838233"
"1727","•","SIMKO","FIX","M301 (AWY-LO)","35,000 / 10,668","16.30583 / 51.92389","73  / 448 nm","","https://flightplandatabase.com/plan/838233"
"1728","•","ASMAK","FIX","M301 (AWY-LO)","35,000 / 10,668","16.39083 / 52.77611","49  / 497 nm","","https://flightplandatabase.com/plan/838233"
"1729","•","KAPET","FIX","B535 (AWY-HI)","35,000 / 10,668","16.55611 / 53.10389","21  / 518 nm","","https://flightplandatabase.com/plan/838233"
"1730","•","LADAR","FIX","B535 (AWY-HI)","35,000 / 10,668","16.89000 / 53.78194","43  / 562 nm","","https://flightplandatabase.com/plan/838233"
"1731","•","MUTVA","FIX","B549 (AWY-HI)","35,000 / 10,668","16.89028 / 54.53361","43  / 606 nm","","https://flightplandatabase.com/plan/838233"
"1732","•","KIVEL","FIX","B549 (AWY-HI)","35,000 / 10,668","16.88500 / 55.60917","61  / 667 nm","","https://flightplandatabase.com/plan/838233"
"1733","•","OTOTO","FIX","UM551 (AWY-HI)","35,000 / 10,668","16.66667 / 57.07639","85  / 753 nm","","https://flightplandatabase.com/plan/838233"
"1734","•","ANGAL","FIX","UM551 (AWY-HI)","35,000 / 10,668","16.23500 / 60.00167","170  / 923 nm","","https://flightplandatabase.com/plan/838233"
"1735","•","SALBU","FIX","A451 (AWY-LO)","35,000 / 10,668","16.65554 / 61.66751","99  / 1022 nm","","https://flightplandatabase.com/plan/838233"
"1736","•","BOLUR","FIX","A451 (AWY-LO)","35,000 / 10,668","17.01134 / 63.12260","86  / 1109 nm","","https://flightplandatabase.com/plan/838233"
"1737","•","LATEB","FIX","A451 (AWY-LO)","35,000 / 10,668","17.28436 / 64.36717","73  / 1182 nm","","https://flightplandatabase.com/plan/838233"
"1738","•","LEMAX","FIX","A451 (AWY-LO)","35,000 / 10,668","17.61767 / 65.78364","83  / 1266 nm","","https://flightplandatabase.com/plan/838233"
"1739","•","LELIT","FIX","A451 (AWY-LO)","35,000 / 10,668","18.07597 / 67.82506","119  / 1386 nm","","https://flightplandatabase.com/plan/838233"
"1740","•","BISET","FIX","A451 (AWY-LO)","35,000 / 10,668","18.38927 / 69.30179","86  / 1472 nm","","https://flightplandatabase.com/plan/838233"
"1741","•","BBB","VOR","A451 (AWY-LO)","35,000 / 10,668","19.08539 / 72.87536","207  / 1679 nm","MUMBAI VOR-DME","https://flightplandatabase.com/plan/838233"
"1742","•","OPAKA","FIX","G450 (AWY-LO)","35,000 / 10,668","19.63917 / 74.54944","100  / 1780 nm","","https://flightplandatabase.com/plan/838233"
"1743","•","MELAX","FIX","L505 (AWY-LO)","35,000 / 10,668","19.49864 / 75.63236","61  / 1842 nm","","https://flightplandatabase.com/plan/838233"
"1744","•","IBELA","FIX","L505 (AWY-LO)","35,000 / 10,668","19.37589 / 76.83219","68  / 1910 nm","","https://flightplandatabase.com/plan/838233"
"1745","•","BUSBO","FIX","L505 (AWY-LO)","35,000 / 10,668","19.24951 / 78.12508","73  / 1984 nm","","https://flightplandatabase.com/plan/838233"
"1746","•","MEPOK","FIX","L301 (AWY-LO)","35,000 / 10,668","18.07019 / 81.99821","231  / 2215 nm","","https://flightplandatabase.com/plan/838233"
"1747","•","NOLOV","FIX","-","35,000 / 10,668","18.25701 / 81.99643","11  / 2226 nm","","https://flightplandatabase.com/plan/838233"
"1748","•","DORIL","FIX","W41 (AWY-LO)","35,000 / 10,668","19.42594 / 84.21458","144  / 2371 nm","","https://flightplandatabase.com/plan/838233"
"1749","•","MEPOL","FIX","W41 (AWY-LO)","35,000 / 10,668","19.66351 / 84.67071","29  / 2400 nm","","https://flightplandatabase.com/plan/838233"
"1750","•","BBS","VOR","W90 (AWY-LO)","35,000 / 10,668","20.24478 / 85.81131","73  / 2473 nm","BHUBANESHWAR VOR-DME","https://flightplandatabase.com/plan/838233"
"1751","•","BUBKO","FIX","G472 (AWY-LO)","35,000 / 10,668","19.18436 / 88.66403","173  / 2647 nm","","https://flightplandatabase.com/plan/838233"
"1752","•","SAGOD","FIX","G472 (AWY-LO)","35,000 / 10,668","17.93006 / 91.99697","204  / 2851 nm","","https://flightplandatabase.com/plan/838233"
"1753","•","PTN","VOR","G472 (AWY-LO)","16,700 / 5,090","16.81461 / 94.77667","172  / 3024 nm","PATHEIN VOR-DME","https://flightplandatabase.com/plan/838233"
"1754","O","VYYY","APT","-","0 / 0","16.91084 / 96.13568","78  / 3102 nm","YANGON INTL","https://flightplandatabase.com/plan/838233"
"1755","O","UGTB","APT","-","0 / 0","41.66858 / 44.95364","- / 0 nm","TBILISI","https://flightplandatabase.com/plan/1188337"
"1756","•","ADEKI","FIX","-","29,900 / 9,114","41.29667 / 46.74889","83  / 83 nm","","https://flightplandatabase.com/plan/1188337"
"1757","•","LESGI","FIX","UA909 (AWY-HI)","35,000 / 10,668","40.88500 / 49.34306","119  / 203 nm","","https://flightplandatabase.com/plan/1188337"
"1758","•","RODAR","FIX","UA909 (AWY-HI)","35,000 / 10,668","40.46667 / 51.50000","101  / 305 nm","","https://flightplandatabase.com/plan/1188337"
"1759","•","TUGAR","FIX","N644 (AWY-HI)","35,000 / 10,668","40.26333 / 52.58833","51  / 356 nm","","https://flightplandatabase.com/plan/1188337"
"1760","•","TUGTA","FIX","N644 (AWY-HI)","35,000 / 10,668","39.89000 / 54.45000","88  / 444 nm","","https://flightplandatabase.com/plan/1188337"
"1761","•","BABUM","FIX","N644 (AWY-HI)","35,000 / 10,668","39.82333 / 54.76333","14  / 459 nm","","https://flightplandatabase.com/plan/1188337"
"1762","•","BIBIM","FIX","N644 (AWY-HI)","35,000 / 10,668","39.69500 / 55.35833","28  / 488 nm","","https://flightplandatabase.com/plan/1188337"
"1763","•","ABEKO","FIX","N644 (AWY-HI)","35,000 / 10,668","39.57500 / 55.89833","25  / 514 nm","","https://flightplandatabase.com/plan/1188337"
"1764","•","KEKAL","FIX","N644 (AWY-HI)","35,000 / 10,668","39.36833 / 56.80833","43  / 558 nm","","https://flightplandatabase.com/plan/1188337"
"1765","•","TABIP","FIX","N644 (AWY-HI)","35,000 / 10,668","39.00000 / 58.33333","74  / 632 nm","","https://flightplandatabase.com/plan/1188337"
"1766","•","BODBA","FIX","N644 (AWY-HI)","35,000 / 10,668","38.88667 / 58.62833","15  / 648 nm","","https://flightplandatabase.com/plan/1188337"
"1767","•","ABDAN","FIX","N644 (AWY-HI)","35,000 / 10,668","38.59500 / 59.36667","38  / 686 nm","","https://flightplandatabase.com/plan/1188337"
"1768","•","MEKOL","FIX","N644 (AWY-HI)","35,000 / 10,668","37.50000 / 62.00000","140  / 827 nm","","https://flightplandatabase.com/plan/1188337"
"1769","•","KENAL","FIX","N644 (AWY-HI)","35,000 / 10,668","37.05667 / 62.77833","45  / 873 nm","","https://flightplandatabase.com/plan/1188337"
"1770","•","LEMOD","FIX","N644 (AWY-HI)","35,000 / 10,668","36.16667 / 64.29167","90  / 963 nm","","https://flightplandatabase.com/plan/1188337"
"1771","•","VUVEN","FIX","N644 (AWY-HI)","35,000 / 10,668","34.54167 / 66.92500","161  / 1125 nm","","https://flightplandatabase.com/plan/1188337"
"1772","•","NEVIV","FIX","N644 (AWY-HI)","35,000 / 10,668","33.98000 / 67.78333","54  / 1179 nm","","https://flightplandatabase.com/plan/1188337"
"1773","•","PATOX","FIX","N644 (AWY-HI)","35,000 / 10,668","33.54833 / 68.42000","41  / 1221 nm","","https://flightplandatabase.com/plan/1188337"
"1774","•","MESRA","FIX","N644 (AWY-HI)","35,000 / 10,668","33.27763 / 68.79892","25  / 1246 nm","","https://flightplandatabase.com/plan/1188337"
"1775","•","PAVLO","FIX","N644 (AWY-HI)","35,000 / 10,668","32.86639 / 69.43306","40  / 1286 nm","","https://flightplandatabase.com/plan/1188337"
